Age,Gender,Class,Size of Family,Father education,Mother education,Father Occupation,Mother Occupation,Health Issues,ParentMaritalStatus,PracticeSport,Attendance,Homework completion,Academic Score,Attentivity in Class,Behavioral Patterns,Performance,Self-Esteem,Socially Skills,Teacher Interaction,Cognitive Development,Technology Influence,Social Media Influence,Involved in Extra-Curricular
13,F,7,4,Graduate ,Post Graduate ,Government ,Self-Employed,No,Married,Regularly,0.95,Always,0.55,Moderate,Calm,Poor,Low,Active,Moderate ,Average,No Usage,Inactive ,Sometimes 
12,F,7,4,Post Graduate ,Post Graduate ,Government ,Government ,No,Married,Regularly,0.92,Always ,0.91,Good,Focused,Poor,Confident,Active,Good,Good,Moderate ,Moderately Active ,Regularly 
13,M,7,3,Graduate ,Post Graduate ,Government ,Self-Employed,No,Married ,Regularly ,0.87,Never,0.43,Nil,Aggressive,Poor,Low,Active,Moderate,Low,No Usage,Inactive ,Never
4,M,nur,3,Diploma ,Diploma ,government ,government ,N,married ,never ,90%,always ,95%,good ,calm,Excellent,confident ,active ,good ,excellent ,moderate,inactive ,never 
4,F,nur,3,graduation ,graduation ,government ,government ,N,married ,never ,90%,sometimes ,70%,nil,calm,Average,low,inactive ,nil,good ,moderate ,inactive ,never
4,M,nur,4,post graduation ,High-school ,government ,self employed ,N,married ,sometimes ,90%,sometimes ,97%,moderate ,calm ,Excellent,low,inactive ,good ,average ,moderate ,inactive ,regularly 
4,M,nur,3,graduation ,post graduation ,self employed ,government ,N,married ,regularly ,98%,always ,96%,good ,hyperactive ,Excellent,over confident ,active,good ,good ,moderate ,inactive ,regularly 
4,M,nur,3,High school ,High school ,self employed ,self employed ,N,married ,sometimes ,97%,always ,98%,nil,focused ,Excellent,confident ,moderately active ,nil,good ,moderate ,inactive ,sometimes 
4,M,nur,3,post graduation ,High school ,government ,self employed ,N,married ,regularly ,78%,sometimes ,85%,nil,hyperactive ,Excellent,confident ,inactive ,good ,average ,moderate ,inactive ,regularly 
4,F,nur,3,Diploma ,graduation ,government ,self employed ,N,married ,regularly ,76%,always ,89%,good ,calm,Excellent,confident ,active,good ,excellent ,moderate ,inactive ,regularly 
4,F,nur,3,Diploma ,graduation ,government ,self employed ,N,married ,sometimes ,95%,always ,99%,good ,calm ,Excellent,confident ,active ,good ,excellent ,moderate ,inactive ,regularly 
4,M,nur,4,post graduation ,Diploma ,government ,government ,N,married ,regularly ,94%,always ,98%,good ,calm ,Excellent,confident ,active ,good ,excellent ,moderate ,inactive ,regularly 
4,F,nur,3,post graduation ,High school ,government ,self employed ,N,married ,regularly ,97%,always ,98%,good ,calm,Excellent,confident ,active ,good ,excellent ,moderate ,inactive ,regularly 
4,M,nur,3,high school ,High school ,private ,self employed ,N,married ,never,80%,always ,96%,nil,calm,Excellent,confident ,moderately actt,good ,good ,moderate,inactive ,never 
6,M,nur,3,Diploma ,Diploma ,government ,government ,Y,married ,regularly ,70%,always ,42%,nil,aggressive ,Poor,low,active ,nil ,good ,moderate ,inactive ,regularly 
4,M,nur,2,post graduation ,Diploma ,government ,government ,N,married ,regularly ,88%,always ,94%,good ,calm,Excellent,confident ,active ,good ,excellent ,moderate ,inactive ,regularly 
4,F,nur,3,graduation ,graduation ,private ,self employed ,N,married ,regularly ,90%,always ,56%,good ,calm ,Poor,confident ,active ,good ,good ,moderate ,inactive ,sometimes 
4,F,nur,4,Post graduation ,Diploma ,government ,self employed ,N,married ,never,70%,always ,99%,moderate ,calm ,Excellent,confident ,active ,good ,excellent ,moderate ,inactive ,never 
4,M,nur,,post graduation ,High school ,private ,self employed ,N,married ,sometimes ,97%,always ,98%,good ,calm,Excellent,confident ,active,good ,excellent ,moderate ,inactive ,regularly 
4,F,nur,3,Diploma ,Diploma ,government ,self employed ,N,married ,never,75%,always ,67%,nil,caml,Average,low,active ,nil,good ,moderate ,inactive ,sometimes 
4,F,nur,3,graduation ,graduation ,private ,self employed ,N,married ,regularly ,90%,always ,96%,good ,calm,Excellent,confident ,active ,good ,excellent ,moderate ,inactive ,regularly 
4,M,nur,3,graduation ,High school ,private ,self employed ,N,married ,never,91%,always ,47%,nil,calm,Poor,low,inactive ,good ,average ,moderate ,inactive ,never 
4,F,nur,3,High school ,High school ,self employed ,self employed ,N,married ,regularly ,89%,always ,92%,good ,calm,Excellent,over- confident ,active ,good ,good ,moderate ,inactive ,regularly 
4,M,nur,3,High school ,High school ,private ,self employed ,N,married ,regularly ,98%,always ,64%,good ,aggressive ,Average,confident ,active ,good ,good ,moderate ,inactive ,regularly 
4,F,nur,3,graduation ,High school ,government ,government ,N,married ,sometimes ,73%,always ,97%,good ,calm,Excellent,confident ,active ,good ,excellent ,moderate ,inactive ,regularly 
4,F,nur,3,High school ,High school ,private ,self employed ,N,married ,regularly ,97%,always ,99%,good ,calm ,Excellent,confident ,active ,good ,excellent ,moderate ,inactive ,regularly 
4,M,nur,3,graduation ,High school ,private ,self employed ,N,married ,sometimes ,80%,always ,55%,moderate ,calm,Poor,confident ,active ,good ,average ,moderate ,inactive ,regularly 
4,M,nur,3,Diploma ,post graduation ,government ,government ,N,married ,never,96%,always ,67%,good ,calm,Average,low,inactive ,good ,good ,moderate ,inactive ,sometimes 
4,M,nur,3,graduation ,Diploma ,government ,government ,N,married ,regularly ,71%,always ,50%,moderate ,calm,Poor,low,active ,good ,average ,moderate ,inactive ,sometimes 
4,M,nur,3,High school ,High school ,private ,private ,N,married ,regularly ,90%,sometimes ,70%,good ,hyperactive ,Average,over- confident ,active,nil,average ,moderate ,inactive ,regularly 
4,F,nur,3,Diploma ,Diploma ,government ,private ,N,married ,regularly ,93%,always ,99%,good ,focused ,Excellent,over- confident ,,good ,excellent ,moderate ,inactive ,regularly 
4,M,nur,3,graduation ,post graduation ,private ,government ,N,married ,sometimes ,92%,always ,90%,good ,calm,Excellent,confident ,,good ,good ,moderate ,inactive ,regularly 
4,M,nur,4,Diploma ,Diploma ,government ,government ,N,married ,sometimes ,89%,always ,40%,nil,calm,Poor,low,,good ,average ,moderate ,inactive ,never
4,F,nur,4,Diploma ,Diploma ,government ,government ,N,married ,sometimes ,78%,always ,41%,nil,calm,Poor,low,,good ,average ,moderate ,inactive ,never
5,M,nur,3,post graduation ,post graduation ,government ,private ,N,married ,regularly ,90%,sometimes ,40%,nil,calm,Poor,low,,good ,average ,moderate ,inactive ,regularly 
4,M,nur,3,Diploma ,Diploma ,government ,government ,N,married ,regularly ,71%,always ,44%,nil ,calm,Poor,low,,good ,average ,moderate ,inactive ,neve
4,F,nur,3,High school ,graduation ,self employed ,self employed ,N,married ,regularly ,96%,always ,99%,good ,aggressive ,Excellent,confident ,,nil,excellent ,moderate ,inactive ,regularly 
4,F,nur,3,post graduation ,High school ,private ,self employed ,N,married ,regularly ,98%,always ,40%,moderate ,aggressive ,Poor,low,,nil,average ,moderate,inactive ,regularly 
5,F,nur,3,Diploma ,graduation ,government ,self employed ,N,married ,sometimes ,89%,always ,99%,good ,calm,Excellent,confident ,,good ,excellent ,moderate ,inactive ,regularly 
4,F,nur,3,graduation ,High school ,self employed ,self employed ,N,married ,never ,72%,sometimes ,4%,nil,calm ,Poor,low,,good ,low,moderate ,inactive ,never
4,M,nur,3,Diploma ,Post graduation ,government ,self employed ,N,married ,never,70%,sometimes ,50%,nil,calm,Poor,low,,good ,average ,moderate ,inactive ,never
4,M,nur,3,post graduation ,Diploma ,government ,government ,N,married ,regularly ,98%,always ,92%,good , hyperactive ,Excellent,over- confident ,,nil,excellent ,moderate ,inactive ,regularly 
4,M,nur,3,post graduation ,Diploma ,private ,self employed ,N,married ,regularly ,98%,always ,80%,good ,aggressive ,Good,confident ,,good ,excellent ,moderate ,inactive ,regularly 
4,M,nur,3,graduation ,High school ,private ,self employed ,N,married ,regularly ,98%,sometimes ,40%,nil,calm,Poor,low,,good ,average ,moderate ,inactive ,regularly 
4,M,nur,3,post graduation ,Diploma ,government ,private ,N,married ,regularly ,99%,always ,99%,good ,calm ,Excellent,confident ,,good ,excellent ,moderate ,inactive ,regularly 
4,F,nur,3,High school ,High school ,government ,self employed ,N,married ,sometimes ,70%,sometimes ,10%,nil,calm ,Poor,low,,good ,low,moderate ,inactive ,regularly 
5,F,nur,3,Diploma ,graduation ,government ,self employed ,N,married ,never,70%,always ,100%,good ,calm,Excellent,confident ,,good ,excellent ,moderate ,inactive ,regularly 
4,M,nur,4,graduation ,post graduation ,private ,self employed ,N,married ,regularly ,88%,always ,74%,moderate ,hyperactive ,Good,confident ,,good ,good ,moderate ,inactive ,regularly 
4,F,nur,4,High school ,graduation ,private ,private ,N,married ,regularly ,98%,always ,79%,moderate ,calm,Good,confident ,,good ,excellent ,moderate ,inactive ,regularly 
4,F,nur,3,post graduation ,graduation ,government ,self employed ,N,married ,never,96%,always ,89%,moderate ,calm ,Excellent,confident ,,good ,excellent ,. moderate ,inactive ,sometimes 
4,F,nur,3,Diploma ,Diploma ,private ,government ,N,married ,regularly ,98%,always ,99%,good ,focused ,Excellent,over- confide,,good ,excellent ,moderate ,inactive ,regularly 
4,F,nur,3,graduation ,High school ,private ,self employed ,N,married ,regularly ,98%,always ,99%,moderate ,calm,Excellent,confident ,,good ,good ,moderate ,inactive ,regularly 
4,F,nur,4,graduation ,graduation ,private ,self employed ,N,married ,sometimes ,70%,sometimes ,6%,nil,calm ,Poor,low,,good ,low,moderate ,inactive ,regularly 
5,F,nur,3,graduation ,High  school ,government ,self employed ,N,married ,regularly ,99%,always ,80%,moderate ,aggressive ,Good,confident ,,nill,good ,moderate ,inactive ,regularly 
4,F,nur,4,graduation ,High school ,private ,High school ,N,married ,sometimes ,40%,never,3%,nil,calm,Poor,low,,nil,low,moderate ,inactive ,regularly 
4,M,nur,3,post graduation ,Diploma ,government ,self employed ,N,married ,never,95%,always ,93%,good ,calm ,Excellent,confident ,,good ,good ,moderate ,inactive ,regularly 
4,F,nur,3, High school ,High ,private ,self employed ,N,married ,sometimes ,75%,sometimes ,40%,nil,calm ,Poor,low,,good ,average ,moderate ,inactive ,regularly 
9,F,4,3,Post-Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,93%,Always,93%,Good,Focused,Excellent,Confident,Active,Good,Good,Modeerate,Inactive,Sometimes
9,F,4,4,Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,92%,Always,65%,Moderate,Calm,Average,Low,Active,Moderate,Average,Modeerate,Inactive,Never
9,M,4,3,Post-Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,99%,Always,90%,Good,Focused,Excellent,Confident,Active,Good,Good,Modeerate,Inactive,Never
9,M,4,4,Graduate,Graduate,Private,Self Employed,No,Married,Regularly,79%,Never,35%,Nil,Disturbed,Poor,Low,Inactive,Nil,Low,Modeerate,Inactive,Regular
9,F,4,4,Graduate,Graduate,Private,Service,No,Married,Sometimes,81%,Always,75%,Moderate,Calm,Good,Low,Active,Moderate,Average,Modeerate,Inactive,Never
9,F,4,4,Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,69%,Always,55%,Moderate,Calm,Poor,Low,Active,Moderate,Average,Addicted,Inactive,Never
9,M,4,4,Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,98%,Always,94%,Good,Focused,Excellent,Confident,Active,Good,Excellent,No Usage,Inactive,Never
9,F,4,3,Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,88%,Always,56%,Moderate,Hyperactive,Poor,Low,Active,Moderate,Average,Modeerate,Inactive,Never
9,M,4,4,Post-Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,85%,Always,78%,Good,Calm,Good,Confident,Active,Good,Average,Modeerate,Inactive,Never
9,M,4,3,Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,62%,Always,54%,Moderate,Calm,Poor,Low,Moderately Active,Moderate,Average,Modeerate,Inactive,Never
9,F,4,4,Graduate,Graduate,Private,Service,No,Married,Sometimes,93%,Sometimes,52%,Nil,Calm,Poor,Low,Active,Nil,Low,Modeerate,Inactive,Never
9,F,4,3,Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,64%,Always,55%,Moderate,Calm,Poor,Low,Moderately Active,Moderate,Average,Modeerate,Inactive,Never
9,M,4,4,Post-Graduate,Post-Graduate,Private,Self Employed,No,Married,Regularly,93%,Always,89%,Good,Focused,Excellent,Confident,Active,Good,Good,Modeerate,Inactive,Never
9,M,4,3,Graduate,Graduate,Private,Self Employed,No,Married,Regularly,95%,Always,88%,Good,Focused,Excellent,Confident,Active,Good,Good,Modeerate,Inactive,Never
9,M,4,3,Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,95%,Always,78%,Good,Focused,Good,Confident,Active,Good,Good,Modeerate,Inactive,Never
9,F,4,4,Post-Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,89%,Always,77%,Good,Calm,Good,Confident,Active,Good,Good,Modeerate,Inactive,Sometimes
9,F,4,4,Post-Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,89%,Always,76%,Good,Calm,Good,Confident,Moderately Active,Good,Good,Modeerate,Inactive,Sometimes
9,M,4,4,Graduate,Graduate,Government,Self Employed,No,Married,Sometimes,87%,Always,66%,Moderate,Hyperactive,Average,Over Confident,Active,Moderate,Average,Modeerate,Inactive,Never
9,M,4,4,Post-Graduate,Post-Graduate,Self-Employed,Service,No,Married,Regularly,89%,Always,79%,Good,Focused,Good,Confident,Active,Good,Good,Modeerate,Inactive,Regular
9,M,4,5,Graduate,Graduate,Self-Employed,Self Employed,No,Married,Sometimes,85%,Always,78%,Good,Hyperactive,Good,Over Confident,Active,Good,Good,Modeerate,Inactive,Never
9,F,4,3,Graduate,Graduate,Private,Service,No,Married,Sometimes,80%,Always,45%,Moderate,Calm,Poor,Low,Moderately Active,Moderate,Average,Modeerate,Inactive,Never
9,F,4,4,Post-Graduate,Post-Graduate,Private,Self Employed,No,Married,Sometimes,96%,Always,88%,Good,Focused,Excellent,Confident,Active,Good,Good,No usage,Inactive,Regular
9,F,4,3,Post-Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,92%,Always,78%,Moderate,Calm,Good,Low,Active,Moderate,Average,Modeerate,Inactive,Never
9,F,4,4,Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,99%,Always,95%,Good,Focused,Excellent,Confident,Active,Good,Excellent,No Usage,Inactive,Never
9,M,4,4,Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,99%,Always,79%,Moderate,Calm,Good,Confident,Active,Moderate,Good,Modeerate,Inactive,Never
9,M,4,4,Post-Graduate,Post-Graduate,Private,Service,No,Married,Sometimes,89%,Always,68%,Moderate,Hyperactive,Average,Confident,Active,Moderate,Average,Modeerate,Inactive,Never
9,M,4,3,Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,85%,Always,66%,Moderate,Calm,Average,Confident,Active,Moderate,Good,Modeerate,Inactive,Never
9,F,4,3,Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,92%,Always,87%,Good,Focused,Excellent,Confident,Active,Good,Good,Modeerate,Inactive,Regular
9,F,4,3,Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,82%,Sometimes,36%,Nil,Calm,Poor,Low,Inactive,Nil,Low,Modeerate,Inactive,Sometimes
9,F,4,5,Post-Graduate,Post-Graduate,Private,Service,No,Married,Sometimes,89%,Always,87%,Good,Focused,Excellent,Confident,Active,Good,Good,No Usage,Inactive,Sometimes
9,M,4,4,Post-Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,95%,Always,75%,Moderate,Disturbed,Good,Low,Inactive,Moderate,Average,No Usage,Inactive,Never
9,M,4,4,Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,96%,Sometimes,50%,Moderate,Calm,Poor,Over Confident,Active,Moderate,Average,Modeerate,Inactive,Never
9,M,4,3,Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,89%,Always,37%,Nil,Calm,Poor,Low,Moderately Active,Nil,Low,Modeerate,Inactive,Never
9,M,4,4,Post-Graduate,Graduate,Private,Self Employed,No,Married,Regularly,95%,Always,45%,Moderate,Hyperactive,Poor,Over Confident,Active,Moderate,Average,Modeerate,Inactive,Regular
9,M,4,3,Post-Graduate,Graduate,Private,Self Employed,No,Married,Regularly,96%,Always,96%,Good,Hyperactive,Excellent,Confident,Active,Good,Excellent,No Usage,Inactive,Never
9,M,4,7,Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,97%,Always,75%,Moderate,Calm,Good,Low,Active,Moderate,Average,Modeerate,Inactive,Never
9,M,4,3,Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,98%,Always,79%,Moderate,Calm,Good,Confident,Active,Moderate,Average,Modeerate,Inactive,Never
9,M,4,3,Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,98%,Always,55%,Moderate,Calm,Poor,Low,Active,Moderate,Average,Modeerate,Inactive,Never
9,F,4,3,Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,95%,Always,57%,Moderate,Calm,Poor,Low,Active,Moderate,Average,Modeerate,Inactive,Never
9,F,4,5,Post-Graduate,Post-Graduate,Private,Self Employed,No,Married,Sometimes,92%,Always,89%,Good,Hyperactive,Excellent,Over Confident,Active,Good,Excellent,No Usage,Inactive,Never
9,F,4,5,Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,90%,Always,68%,Moderate,Calm,Average,Confident,Active,Moderate,Average,Modeerate,Inactive,Never
9,F,4,6,Post-Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,95%,Always,93%,Good,Focused,Excellent,Confident,Active,Good,Excellent,No Usage,Inactive,Never
9,M,4,3,Post-Graduate,Graduate,Private,Self Employed,No,Married,Sometimes,90%,Always,88%,Good,Focused,Excellent,Confident,Active,Good,Good,No Usage,Inactive,Never
4,F,N,4,Post Graduate,Graduate,Private,Self Employeed,N,married,regularly,95%,always,82%,good,focused,Excellent,confident,active,good,GOOD,moderate,inactive,sometimes
4,M,N,6,Graduate,Graduate,Private,Self Employeed,N,married,regularly,95%,always,60%,moderate,calm,Poor,low,moderately active,moderate,AVERAGE,moderate,inactive,never
5,M,N,4,Post Graduate,Graduate,Private,Self Employeed,N,married,Sometimes,86%,always,39%,nil,disturbed,Poor,low,moderately active,moderate,LOW,moderate,inactive,never
5,F,N,4,Post Graduate,Post Graduate,Private,Self Employeed,N,married,regularly,98%,always,90%,good,focused,Excellent,confident,active,good,GOOD,moderate,inactive,sometimes
4,M,N,4,Graduate,Graduate,Private,Self Employeed,N,married,regularly,95%,always,55%,moderate,calm,Poor,low,moderately active,moderate,AVERAGE,moderate,inactive,sometimes
4,F,N,3,Graduate,Graduate,Private,Private,N,married,Sometimes,75%,always,38%,nil,disturbed,Poor,low,inactive,nil,LOW,moderate,inactive,never
4,M,N,3,Graduate,Graduate,Private,Self Employeed,N,married,regularly,80%,always,87%,moderate,calm,Excellent,low,inactive,moderate,AVERAGE,moderate,inactive,sometimes
4,M,N,5,Post Graduate,Post Graduate,Government,Government,N,married,regularly,96%,always,87%,good,calm,Excellent,low,moderately active,moderate,AVERAGE,moderate,inactive,sometimes
4,M,N,5,Graduate,Graduate,Private,Self Employeed,N,married,regularly,96%,always,95%,good,focused,Excellent,confident,active,good,GOOD,moderate,inactive,sometimes
4,M,N,5,Graduate,Graduate,Government,Self Employeed,N,married,Sometimes,65%,always,95%,moderate,hyper active,Excellent,over-confident,moderately active,moderate,GOOD,moderate,inactive,sometimes
4,F,N,3,Graduate,Graduate,Private,Self Employeed,N,married,regularly,96%,always,45%,good,focused,Poor,low,active,good,LOW,moderate,inactive,sometimes
4,M,N,3,Graduate,Graduate,Private,Self Employeed,N,married,regularly,98%,always,98%,good,focused,Excellent,confident,moderately active,nil,EXCELLENT,moderate,inactive,sometimes
4,M,N,3,Graduate,Post Graduate,Private,Private,N,married,regularly,76%,always,98%,good,focused,Excellent,confident,active,good,EXCELLENT,moderate,inactive,sometimes
4,F,N,3,Graduate,Graduate,Private,Self Employeed,N,married,regularly,76%,always,45%,moderate,calm,Poor,low,inactive,moderate,LOW,moderate,inactive,sometimes
4,M,N,3,Graduate,Graduate,Government,Government,N,married,Sometimes,90%,always,20%,nil,disturbed,Poor,low,inactive,good,LOW,moderate,inactive,sometimes
4,M,N,5,Post Graduate,Post Graduate,Private,Private,N,married,regularly,96%,always,98%,good,focused,Excellent,confident,active,good,EXCELLENT,moderate,inactive,sometimes
4,F,N,3,Graduate,Graduate,Private,Government,N,married,regularly,97%,always,98%,good,hyper active,Excellent,confident,active,good,EXCELLENT,moderate,inactive,Regularly
4,M,N,4,Graduate,Graduate,Private,Self Employeed,N,married,Sometimes,78%,always,50%,moderate,hyper active,Poor,low,moderately active,good,AVERAGE,moderate,inactive,sometimes
4,M,N,3,Graduate,Graduate,Private,Self Employeed,N,married,regularly,76%,always,45%,moderate,calm,Poor,low,moderately active,moderate,LOW,moderate,inactive,sometimes
4,F,N,3,Post Graduate,Graduate,Private,Private,N,married,regularly,97%,always,96%,good,hyper active,Excellent,over-confident,active,good,EXCELLENT,moderate,inactive,Regularly
4,F,N,3,Post Graduate,Post Graduate,Private,Government,N,married,regularly,98%,always,98%,good,focused,Excellent,confident,active,good,EXCELLENT,moderate,inactive,Regularly
4,M,N,3,Graduate,Graduate,Private,Self Employeed,N,married,Sometimes,76%,always,20%,moderate,disturbed,Poor,low,inactive,moderate,LOW,moderate,inactive,sometimes
4,F,N,4,Graduate,Post Graduate,Private,Private,N,married,regularly,90%,always,75%,good,hyper active,Good,confident,active,good,GOOD,moderate,inactive,Regularly
4,M,N,3,Graduate,Post Graduate,Government,Government,N,married,regularly,98%,always,98%,good,focused,Excellent,confident,active,good,EXCELLENT,moderate,inactive,sometimes
4,M,N,4,Post Graduate,Post Graduate,Private,Self Employeed,N,married,regularly,80%,always,95%,good,focused,Excellent,confident,active,good,GOOD,moderate,inactive,sometimes
4,F,N,3,Graduate,Graduate,Private,Self Employeed,N,married,regularly,92%,always,65%,good,focused,Average,confident,active,good,AVERAGE,moderate,inactive,sometimes
4,F,N,3,Graduate,Graduate,Private,Private,N,married,regularly,90%,always,90%,good,focused,Excellent,confident,active,good,GOOD,moderate,inactive,sometimes
4,F,N,5,Post Graduate,Post Graduate,Government,Private,N,married,regularly,95%,always,98%,good,focused,Excellent,confident,active,good,EXCELLENT,moderate,inactive,sometimes
4,M,N,3,Graduate,Graduate,Government,Self Employeed,N,married,regularly,97%,always,90%,good,focused,Excellent,confident,active,good,GOOD,moderate,inactive,sometimes
4,F,N,3,Graduate,Graduate,Private,Self Employeed,N,married,regularly,89%,always,90%,good,focused,Excellent,confident,active,good,GOOD,moderate,inactive,sometimes
4,F,N,6,Graduate,Graduate,Private,Self Employeed,N,married,regularly,90%,always,98%,good,focused,Excellent,confident,active,good,GOOD,moderate,inactive,sometimes
4,F,N,3,Graduate,Graduate,Private,Self Employeed,N,married,regularly,90%,always,60%,good,focused,Poor,low,active,good,AVERAGE,moderate,inactive,sometimes
4,M,N,3,Graduate,Graduate,Private,Self Employeed,N,married,regularly,88%,always,65%,good,focused,Average,low,active,good,AVERAGE,moderate,inactive,sometimes
4,M,N,5,Graduate,High School,Private,Self Employeed,N,married,regularly,90%,always,65%,good,focused,Average,low,active,moderate,AVERAGE,moderate,inactive,sometimes
4,M,N,3,High School,High School,Private,Self Employeed,N,married,regularly,74%,always,10%,nil,disturbed,Poor,low,moderately active,moderate,LOW,moderate,inactive,never
4,F,N,3,Graduate,Graduate,Private,Self Employeed,N,married,regularly,56%,always,10%,nil,disturbed,Poor,low,moderately active,moderate,LOW,moderate,inactive,sometimes
4,M,N,3,High School,Graduate,Private,Self Employeed,N,married,regularly,70%,always,45%,moderate,calm,Poor,low,active,moderate,LOW,moderate,inactive,sometimes
4,M,N,3,Post Graduate,Graduate,Private,Self Employeed,N,married,regularly,72%,always,75%,good,focused,Good,confident,active,moderate,GOOD,moderate,inactive,sometimes
4,M,N,4,Post Graduate,Post Graduate,Private,Government,N,married,regularly,90%,always,88%,good,focused,Excellent,low,active,moderate,GOOD,moderate,inactive,never
4,M,N,3,Graduate,Graduate,Private,Self Employeed,N,married,regularly,87%,always,85%,good,focused,Excellent,low,active,moderate,GOOD,moderate,inactive,never
4,F,N,3,Post Graduate,Graduate,Private,Self Employeed,N,married,regularly,92%,always,98%,good,focused,Excellent,confident,active,good,EXCELLENT,moderate,inactive,sometimes
4,M,N,3,Post Graduate,Graduate,Private,Self Employeed,N,married,regularly,90%,always,98%,good,focused,Excellent,confident,active,good,EXCELLENT,moderate,inactive,sometimes
4,F,N,4,Graduate,Graduate,Private,Self Employeed,N,married,regularly,82%,always,40%,moderate,calm,Poor,low,active,good,LOW,moderate,inactive,sometimes
4,F,N,6,Post Graduate,Graduate,Private,Self Employeed,N,married,regularly,78%,always,40%,moderate,disturbed,Poor,low,active,good,AVERAGE,moderate,inactive,sometimes
4,M,N,4,Graduate,Graduate,Private,Self Employeed,N,married,regularly,78%,always,65%,moderate,disturbed,Average,confident,active,good,AVERAGE,moderate,inactive,never
4,M,N,3,Post Graduate,Graduate,Government,Self Employeed,N,married,regularly,85%,always,80%,good,disturbed,Good,confident,active,good,GOOD,moderate,inactive,sometimes
4,M,N,3,Post Graduate,Post Graduate,Private,Private,N,married,regularly,90%,always,80%,good,calm,Good,confident,active,moderate,EXCELLENT,moderate,inactive,sometimes
4,F,N,4,Graduate,Graduate,Private,Private,N,married,regularly,89%,always,40%,good,disturbed,Poor,low,active,good,AVERAGE,moderate,inactive,sometimes
4,M,N,4,Graduate,Graduate,Private,Self Employeed,N,married,regularly,98%,always,95%,good,calm,Excellent,confident,active,moderate,EXCELLENT,moderate,inactive,sometimes
4,M,N,4,Graduate,Graduate,Private,Self Employeed,N,married,regularly,87%,always,90%,good,calm,Excellent,confident,moderately active,moderate,GOOD,moderate,inactive,never
4,M,N,3,Post Graduate,Graduate,Private,Self Employeed,N,married,regularly,90%,always,90%,good,calm,Excellent,confident,active,good,GOOD,moderate,inactive,never
4,F,N,4,Graduate,Graduate,Private,Private,N,married,regularly,67%,always,40%,moderate,disturbed,Poor,low,active,moderate,AVERAGE,moderate,inactive,sometimes
4,F,N,3,Post Graduate,Graduate,Private,Self Employeed,N,married,regularly,74%,always,50%,moderate,disturbed,Poor,confident,active,moderate,AVERAGE,moderate,inactive,sometimes
4,M,N,3,Graduate,Graduate,Private,Self Employeed,Y,married,regularly,98%,sometimes,10%,nil,hyper active,Poor,low,moderately active,moderate,LOW,moderate,,never
6,F,KG,3,Diploma,Higher Secondary ,Private ,Self employed ,N,Married ,Sometimes ,78%,Always ,96%,Good,Focused,Excellent,Confident,Active,Good,Excellent,Moderate,,Regular
6,F,KG,4,Post graduate ,Diploma ,Self employed ,Private,N ,Married ,Sometimes ,56%,Always ,94%,Good,Focused,Excellent,Confident,Active,Good,Good,Moderate,,sometime
6,F,KG,5,Diploma,Graduate,Government ,Government ,N ,Married ,Never ,88%,Always ,96%,Good,Focused,Excellent,Confident,Active,Good,Excellent,Moderate,,Regular
6,M,KG,4,Diploma,Post Graduate,Private ,Private,N ,Married ,Regularly ,97%,Always ,85%,Good,Focused,Excellent,Confident,Active,Good,Excellent,Moderate,,Regular
6,M,KG,5,Diploma,Post Graduate ,Private ,Self employed ,N,Married ,Sometimes ,71%,Always ,96%,Moderate,Focused,Excellent,Low,Active,Good,Good,Moderate,,Regular
6,M,KG,3,Diploma,Graduate ,Government ,Private,N,Married ,Regularly ,84%,Always ,75%,Good,Focused,Good,Over-Confident,Moderately active,Good,Good,Moderate,,Regular
6,F,KG,4,Post graduate,Diploma ,Self employed ,Private,N,Married ,Sometimes ,65%,Sometimes,92%,Good,Focused,Excellent,Confident,Active,Good,Average,Moderate,,Regular
